,instruction,tweet_no_rt,type_of_message
1992,"names a structure, road, service, line, etc. that is not working or has been damaged",kimberlymufferiphotography: #williamsburg #brooklyn earlier today. East river coming in. #bridge #nyc #sandyÃ¤Ã³_ http://t.co/tXvjGyQC,"Informative: damage (building, road, lines, etc.)"
1993,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Headline @USATODAY: NYC tries to heal after deadly storm http://t.co/c6ee2lJN,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1994,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Headline @USATODAY: NYC tries to heal after deadly storm http://t.co/c6ee2lJN,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1995,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Headline @USATODAY: NYC tries to heal after deadly storm http://t.co/c6ee2lJN,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1996,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Our thoughts are with everyone affected by Hurricane Sandy. Please check here for updated information & travel policy: http://t.co/WO9x0Lzu,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1997,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Our thoughts are with everyone affected by Hurricane Sandy. Please check here for updated information & travel policy: http://t.co/WO9x0Lzu,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1998,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Our thoughts are with everyone affected by Hurricane Sandy. Please check here for updated information & travel policy: http://t.co/WO9x0Lzu,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
1999,indicates what the contents of a photo/video are about,A time-lapse of the NYC skyline during hurricane #Sandy. http://t.co/1CuHPylH,Informative: other type of photos/videos (not in the above classes)
2000,indicates what the contents of a photo/video are about,A time-lapse of the NYC skyline during hurricane #Sandy. http://t.co/1CuHPylH,Informative: other type of photos/videos (not in the above classes)
2001,indicates what the contents of a photo/video are about,A time-lapse of the NYC skyline during hurricane #Sandy. http://t.co/1CuHPylH,Informative: other type of photos/videos (not in the above classes)
2002,indicates what the contents of a photo/video are about,RT @AP: AP Photo: A rainbow forms over Breezy Point in the NYC borough of Queens in the aftermath of superstorm #Sandy: http://t.co/zM5JCyUB -RAS,Informative: other type of photos/videos (not in the above classes)
2003,indicates what the contents of a photo/video are about,RT @AP: AP Photo: A rainbow forms over Breezy Point in the NYC borough of Queens in the aftermath of superstorm #Sandy: http://t.co/zM5JCyUB -RAS,Informative: other type of photos/videos (not in the above classes)
2004,indicates what the contents of a photo/video are about,RT @AP: AP Photo: A rainbow forms over Breezy Point in the NYC borough of Queens in the aftermath of superstorm #Sandy: http://t.co/zM5JCyUB -RAS,Informative: other type of photos/videos (not in the above classes)
2005,"names a structure, road, service, line, etc. that is not working or has been damaged",Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i,"Informative: damage (building, road, lines, etc.)"
2006,"names a structure, road, service, line, etc. that is not working or has been damaged",Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i,"Informative: damage (building, road, lines, etc.)"
2007,"names a structure, road, service, line, etc. that is not working or has been damaged",Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i,"Informative: damage (building, road, lines, etc.)"
2008,"names a structure, road, service, line, etc. that is not working or has been damaged",Street turned into river by floodwater during storm #Sandy in NYC - PHOTO (credit: Greg McHale of http://t.co/ojiSuO2A) http://t.co/qZXx2D8i,"Informative: damage (building, road, lines, etc.)"
2009,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/h2GabvEu #Sandy via @BloombergNews,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2010,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/h2GabvEu #Sandy via @BloombergNews,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2011,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/h2GabvEu #Sandy via @BloombergNews,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2012,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",In all of the excitement please don't forget about #Sandy victims. Donate money donate blood: http://t.co/mTKHmUAr,"Informative: requests donations of money, goods, or free services"
2013,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",In all of the excitement please don't forget about #Sandy victims. Donate money donate blood: http://t.co/mTKHmUAr,"Informative: requests donations of money, goods, or free services"
2014,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",In all of the excitement please don't forget about #Sandy victims. Donate money donate blood: http://t.co/mTKHmUAr,"Informative: requests donations of money, goods, or free services"
2015,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Obama Camp Asks People To Do Election Phone Banks While Hurricane Sandy Hits - Obama Campaign 2012 - Fox Nation http://t.co/d6kOxGGR,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2016,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Obama Camp Asks People To Do Election Phone Banks While Hurricane Sandy Hits - Obama Campaign 2012 - Fox Nation http://t.co/d6kOxGGR,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2017,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Obama Camp Asks People To Do Election Phone Banks While Hurricane Sandy Hits - Obama Campaign 2012 - Fox Nation http://t.co/d6kOxGGR,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2018,warns about a potential hazard or advices what to do,PLEASE NOTE: *Do not* tweet emergency calls. Please call 911. If it is not an emergency please call 311. #NYC #Sandy,Informative: caution or advice
2019,warns about a potential hazard or advices what to do,PLEASE NOTE: *Do not* tweet emergency calls. Please call 911. If it is not an emergency please call 311. #NYC #Sandy,Informative: caution or advice
2020,warns about a potential hazard or advices what to do,PLEASE NOTE: *Do not* tweet emergency calls. Please call 911. If it is not an emergency please call 311. #NYC #Sandy,Informative: caution or advice
2021,names a celebrity or authority that reacts to the event or visits the area,New @newsbusters MSNBC Ridicules Romney for Collecting Food and Supplies for Sandy Victims http://t.co/AXIH14Kr,Informative: celebrities or authorities react to the event or visit the area
2022,names a celebrity or authority that reacts to the event or visits the area,New @newsbusters MSNBC Ridicules Romney for Collecting Food and Supplies for Sandy Victims http://t.co/AXIH14Kr,Informative: celebrities or authorities react to the event or visit the area
2023,names a celebrity or authority that reacts to the event or visits the area,New @newsbusters MSNBC Ridicules Romney for Collecting Food and Supplies for Sandy Victims http://t.co/AXIH14Kr,Informative: celebrities or authorities react to the event or visit the area
2024,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter,"Informative: offers/gives donations of money, goods, or free services"
2025,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter,"Informative: offers/gives donations of money, goods, or free services"
2026,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",For every RT this gets @slaterorg will donate $25 to the @redcross to help victims of hurricane Sandy! @twitter,"Informative: offers/gives donations of money, goods, or free services"
2027,"names a structure, road, service, line, etc. that is not working or has been damaged",Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy,"Informative: damage (building, road, lines, etc.)"
2028,"names a structure, road, service, line, etc. that is not working or has been damaged",Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy,"Informative: damage (building, road, lines, etc.)"
2029,"names a structure, road, service, line, etc. that is not working or has been damaged",Incredible scenes and a response to match @NYCMayorsOffice - amazing work by #NYC first responders #Sandy,"Informative: damage (building, road, lines, etc.)"
2030,"names a structure, road, service, line, etc. that is not working or has been damaged",Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA,"Informative: damage (building, road, lines, etc.)"
2031,"names a structure, road, service, line, etc. that is not working or has been damaged",Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA,"Informative: damage (building, road, lines, etc.)"
2032,"names a structure, road, service, line, etc. that is not working or has been damaged",Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA,"Informative: damage (building, road, lines, etc.)"
2033,"names a structure, road, service, line, etc. that is not working or has been damaged",Wood #brooklyn #nyc #sandy http://t.co/8agNBqFA,"Informative: damage (building, road, lines, etc.)"
2034,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.,"Informative: offers/gives donations of money, goods, or free services"
2035,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.,"Informative: offers/gives donations of money, goods, or free services"
2036,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Excited that @realDonaldTrump has decided to donate $5 million to Sandy clean-up efforts no-strings. I think everyone should thank him.,"Informative: offers/gives donations of money, goods, or free services"
2037,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",can anyone help this reporter get from Boston to NYC tomorrow? http://t.co/alk9C3Qn #sandy,"Informative: requests donations of money, goods, or free services"
2038,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",can anyone help this reporter get from Boston to NYC tomorrow? http://t.co/alk9C3Qn #sandy,"Informative: requests donations of money, goods, or free services"
2039,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",can anyone help this reporter get from Boston to NYC tomorrow? http://t.co/alk9C3Qn #sandy,"Informative: requests donations of money, goods, or free services"
2040,"names a structure, road, service, line, etc. that is not working or has been damaged",last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â,"Informative: damage (building, road, lines, etc.)"
2041,"names a structure, road, service, line, etc. that is not working or has been damaged",last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â,"Informative: damage (building, road, lines, etc.)"
2042,"names a structure, road, service, line, etc. that is not working or has been damaged",last night RT Ã¤Ã³Ã¬@JustinKing224 the only building with power in #NYC right now is the Empire State Building. #Sandy http://t.co/RlGmpYDVÃ¤Ã³Â,"Informative: damage (building, road, lines, etc.)"
2043,"names a structure, road, service, line, etc. that is not working or has been damaged",#FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy,"Informative: damage (building, road, lines, etc.)"
2044,"names a structure, road, service, line, etc. that is not working or has been damaged",#FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy,"Informative: damage (building, road, lines, etc.)"
2045,"names a structure, road, service, line, etc. that is not working or has been damaged",#FireIsland: 80% of homes facing the ocean were damaged and a dozen were either destroyed or washed out to sea. http://t.co/7Vyu6BTA #Sandy,"Informative: damage (building, road, lines, etc.)"
2046,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",[NewSci] Slow-moving hurricanes such as Sandy on the rise: Sandy will linger for days over the US east coast. Cl... http://t.co/QUTJiwOu,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2047,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",[NewSci] Slow-moving hurricanes such as Sandy on the rise: Sandy will linger for days over the US east coast. Cl... http://t.co/QUTJiwOu,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2048,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",[NewSci] Slow-moving hurricanes such as Sandy on the rise: Sandy will linger for days over the US east coast. Cl... http://t.co/QUTJiwOu,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2049,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",If youÃ¤Ã³Â»d like to help with the #Sandy recovery whatÃ¤Ã³Â»s needed most is money blood and volunteer labor: http://t.co/Lk3VsK81,"Informative: requests donations of money, goods, or free services"
2050,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",If youÃ¤Ã³Â»d like to help with the #Sandy recovery whatÃ¤Ã³Â»s needed most is money blood and volunteer labor: http://t.co/Lk3VsK81,"Informative: requests donations of money, goods, or free services"
2051,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",If youÃ¤Ã³Â»d like to help with the #Sandy recovery whatÃ¤Ã³Â»s needed most is money blood and volunteer labor: http://t.co/Lk3VsK81,"Informative: requests donations of money, goods, or free services"
2052,"names a structure, road, service, line, etc. that is not working or has been damaged",WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy,"Informative: damage (building, road, lines, etc.)"
2053,"names a structure, road, service, line, etc. that is not working or has been damaged",WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy,"Informative: damage (building, road, lines, etc.)"
2054,"names a structure, road, service, line, etc. that is not working or has been damaged",WHOA here's a video from East Village NYC. Totally flooded: http://t.co/1GL09F4t #Sandy,"Informative: damage (building, road, lines, etc.)"
2055,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",NYC Websites Running On Fumes In Wake Of Superstorm Sandy: In the age of cloud computing it's an arch... http://t.co/JUxHEbl4 from @rww,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2056,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",NYC Websites Running On Fumes In Wake Of Superstorm Sandy: In the age of cloud computing it's an arch... http://t.co/JUxHEbl4 from @rww,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2057,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",NYC Websites Running On Fumes In Wake Of Superstorm Sandy: In the age of cloud computing it's an arch... http://t.co/JUxHEbl4 from @rww,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2058,"names a structure, road, service, line, etc. that is not working or has been damaged",NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE,"Informative: damage (building, road, lines, etc.)"
2059,"names a structure, road, service, line, etc. that is not working or has been damaged",NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE,"Informative: damage (building, road, lines, etc.)"
2060,"names a structure, road, service, line, etc. that is not working or has been damaged",NYC Sandy updates: Coney Island hospital reported to be on fire; NYU hospital evac in progress; building collapse video http://t.co/iX1XxgUE,"Informative: damage (building, road, lines, etc.)"
2061,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy,"Informative: offers/gives donations of money, goods, or free services"
2062,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy,"Informative: offers/gives donations of money, goods, or free services"
2063,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",search for open shelters by texting SHELTER+ a zip code to 43362 (4FEMA). Ex: Shelter 01234 (std rates apply) #Sandy,"Informative: offers/gives donations of money, goods, or free services"
2064,names a celebrity or authority that reacts to the event or visits the area,New Video: Celebrities React to Hurricane Sandy Aftermath http://t.co/PzRPCscg,Informative: celebrities or authorities react to the event or visit the area
2065,names a celebrity or authority that reacts to the event or visits the area,New Video: Celebrities React to Hurricane Sandy Aftermath http://t.co/PzRPCscg,Informative: celebrities or authorities react to the event or visit the area
2066,names a celebrity or authority that reacts to the event or visits the area,New Video: Celebrities React to Hurricane Sandy Aftermath http://t.co/PzRPCscg,Informative: celebrities or authorities react to the event or visit the area
2067,names a celebrity or authority that reacts to the event or visits the area,New Video: Celebrities React to Hurricane Sandy Aftermath http://t.co/PzRPCscg,Informative: celebrities or authorities react to the event or visit the area
2068,"names a structure, road, service, line, etc. that is not working or has been damaged",LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1,"Informative: damage (building, road, lines, etc.)"
2069,"names a structure, road, service, line, etc. that is not working or has been damaged",LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1,"Informative: damage (building, road, lines, etc.)"
2070,"names a structure, road, service, line, etc. that is not working or has been damaged",LOOK: An MTA photo shows a subway station after it was flooded by seawater during #superstorm #Sandy: http://t.co/J5vmUsA1,"Informative: damage (building, road, lines, etc.)"
2071,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",To donate $10 for victims & areas hit by Sandy text the number 90999 with the word REDCROSS. Will be deducted from your wireless bill.,"Informative: requests donations of money, goods, or free services"
2072,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",To donate $10 for victims & areas hit by Sandy text the number 90999 with the word REDCROSS. Will be deducted from your wireless bill.,"Informative: requests donations of money, goods, or free services"
2073,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",To donate $10 for victims & areas hit by Sandy text the number 90999 with the word REDCROSS. Will be deducted from your wireless bill.,"Informative: requests donations of money, goods, or free services"
2074,warns about a potential hazard or advices what to do,Here's Proof That Hurricane Sandy Is Nothing Like Irene http://t.co/P6ROQvzj RT @mashable,Informative: caution or advice
2075,warns about a potential hazard or advices what to do,Here's Proof That Hurricane Sandy Is Nothing Like Irene http://t.co/P6ROQvzj RT @mashable,Informative: caution or advice
2076,warns about a potential hazard or advices what to do,Here's Proof That Hurricane Sandy Is Nothing Like Irene http://t.co/P6ROQvzj RT @mashable,Informative: caution or advice
2077,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)","Where do birds go during a storm like #sandy? -- Read ""Shelter From The Storm"" for answers by @KStJBirdblog http://t.co/1ponYDfF","Informative: information source with extensive coverage (radio, tv, website, etc.)"
2078,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)","Where do birds go during a storm like #sandy? -- Read ""Shelter From The Storm"" for answers by @KStJBirdblog http://t.co/1ponYDfF","Informative: information source with extensive coverage (radio, tv, website, etc.)"
2079,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)","Where do birds go during a storm like #sandy? -- Read ""Shelter From The Storm"" for answers by @KStJBirdblog http://t.co/1ponYDfF","Informative: information source with extensive coverage (radio, tv, website, etc.)"
2080,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)","Where do birds go during a storm like #sandy? -- Read ""Shelter From The Storm"" for answers by @KStJBirdblog http://t.co/1ponYDfF","Informative: information source with extensive coverage (radio, tv, website, etc.)"
2081,names a celebrity or authority that reacts to the event or visits the area,"He's grasping @ straws?RT """"@PerezHilton: @Barackobama Preacher Blames Hurricane Sandy On Obama And Romney's Gay Love?! http://t.co/WSlqLQu8""""",Informative: celebrities or authorities react to the event or visit the area
2082,names a celebrity or authority that reacts to the event or visits the area,"He's grasping @ straws?RT """"@PerezHilton: @Barackobama Preacher Blames Hurricane Sandy On Obama And Romney's Gay Love?! http://t.co/WSlqLQu8""""",Informative: celebrities or authorities react to the event or visit the area
2083,names a celebrity or authority that reacts to the event or visits the area,"He's grasping @ straws?RT """"@PerezHilton: @Barackobama Preacher Blames Hurricane Sandy On Obama And Romney's Gay Love?! http://t.co/WSlqLQu8""""",Informative: celebrities or authorities react to the event or visit the area
2084,"names a structure, road, service, line, etc. that is not working or has been damaged",New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan,"Informative: damage (building, road, lines, etc.)"
2085,"names a structure, road, service, line, etc. that is not working or has been damaged",New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan,"Informative: damage (building, road, lines, etc.)"
2086,"names a structure, road, service, line, etc. that is not working or has been damaged",New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan,"Informative: damage (building, road, lines, etc.)"
2087,"names a structure, road, service, line, etc. that is not working or has been damaged",New York City taxis are pictured on a flooded street... http://t.co/wBC33u9t #Sandy #Frankenstorm #Hurricanesandy #NYC #Nyse via @starvpan,"Informative: damage (building, road, lines, etc.)"
2088,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Update on #Sandy in about 15 minutes. Stay tuned to http://t.co/pzWEzMcp,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2089,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Update on #Sandy in about 15 minutes. Stay tuned to http://t.co/pzWEzMcp,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2090,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Update on #Sandy in about 15 minutes. Stay tuned to http://t.co/pzWEzMcp,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2091,"names a structure, road, service, line, etc. that is not working or has been damaged",Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s,"Informative: damage (building, road, lines, etc.)"
2092,"names a structure, road, service, line, etc. that is not working or has been damaged",Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s,"Informative: damage (building, road, lines, etc.)"
2093,"names a structure, road, service, line, etc. that is not working or has been damaged",Next to my studio. Water everywhere. #sandy http://t.co/f6crXq0s,"Informative: damage (building, road, lines, etc.)"
2094,"names a structure, road, service, line, etc. that is not working or has been damaged",There are NYC train stations filled with water to the ceiling... #Sandy,"Informative: damage (building, road, lines, etc.)"
2095,"names a structure, road, service, line, etc. that is not working or has been damaged",There are NYC train stations filled with water to the ceiling... #Sandy,"Informative: damage (building, road, lines, etc.)"
2096,"names a structure, road, service, line, etc. that is not working or has been damaged",There are NYC train stations filled with water to the ceiling... #Sandy,"Informative: damage (building, road, lines, etc.)"
2097,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",#NYC ALERT: PPL in Staten Island are in desperate need of help. There's widespread flooding/multiple fires burning. #HelpStatenIsland #Sandy,"Informative: requests donations of money, goods, or free services"
2098,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",#NYC ALERT: PPL in Staten Island are in desperate need of help. There's widespread flooding/multiple fires burning. #HelpStatenIsland #Sandy,"Informative: requests donations of money, goods, or free services"
2099,"indicates what (money, goods, work, free services, etc.) is being requested as a donation",#NYC ALERT: PPL in Staten Island are in desperate need of help. There's widespread flooding/multiple fires burning. #HelpStatenIsland #Sandy,"Informative: requests donations of money, goods, or free services"
2100,warns about a potential hazard or advices what to do,If you exp. any delays calling the Trevor Lifeline due to #Sandy and need immediate help please call @800273TALK,Informative: caution or advice
2101,warns about a potential hazard or advices what to do,If you exp. any delays calling the Trevor Lifeline due to #Sandy and need immediate help please call @800273TALK,Informative: caution or advice
2102,warns about a potential hazard or advices what to do,If you exp. any delays calling the Trevor Lifeline due to #Sandy and need immediate help please call @800273TALK,Informative: caution or advice
2103,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Live coverage of storm #Sandy http://t.co/Iizwuago,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2104,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Live coverage of storm #Sandy http://t.co/Iizwuago,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2105,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",Live coverage of storm #Sandy http://t.co/Iizwuago,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2106,warns about a potential hazard or advices what to do,5 different radars in the NYC/Philly areas all indicate winds over 105 mph just 5000 feet above ground level. #Sandy,Informative: caution or advice
2107,warns about a potential hazard or advices what to do,5 different radars in the NYC/Philly areas all indicate winds over 105 mph just 5000 feet above ground level. #Sandy,Informative: caution or advice
2108,warns about a potential hazard or advices what to do,5 different radars in the NYC/Philly areas all indicate winds over 105 mph just 5000 feet above ground level. #Sandy,Informative: caution or advice
2109,indicates what the contents of a photo/video are about,Unbelievable photo taken JUST NOW of #NYC getting ready for #Sandy http://t.co/Ir2C8vEG,Informative: other type of photos/videos (not in the above classes)
2110,indicates what the contents of a photo/video are about,Unbelievable photo taken JUST NOW of #NYC getting ready for #Sandy http://t.co/Ir2C8vEG,Informative: other type of photos/videos (not in the above classes)
2111,indicates what the contents of a photo/video are about,Unbelievable photo taken JUST NOW of #NYC getting ready for #Sandy http://t.co/Ir2C8vEG,Informative: other type of photos/videos (not in the above classes)
2112,warns about a potential hazard or advices what to do,NY Gov. Cuomo: Heaviest weather expected as early as 6pm ppl should get to a safe place | http://t.co/Kibluzrp #Sandy,Informative: caution or advice
2113,warns about a potential hazard or advices what to do,NY Gov. Cuomo: Heaviest weather expected as early as 6pm ppl should get to a safe place | http://t.co/Kibluzrp #Sandy,Informative: caution or advice
2114,warns about a potential hazard or advices what to do,NY Gov. Cuomo: Heaviest weather expected as early as 6pm ppl should get to a safe place | http://t.co/Kibluzrp #Sandy,Informative: caution or advice
2115,indicates who has (or how many people have) been injured or dead,Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg,Informative: casualties (people injured or dead)
2116,indicates who has (or how many people have) been injured or dead,Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg,Informative: casualties (people injured or dead)
2117,indicates who has (or how many people have) been injured or dead,Ã¤Â»Ã§Â’Â‡ RT @Reuters: Eighteen deaths in New York City because of #Sandy --Mayor Bloomberg,Informative: casualties (people injured or dead)
2118,"names a structure, road, service, line, etc. that is not working or has been damaged",'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4,"Informative: damage (building, road, lines, etc.)"
2119,"names a structure, road, service, line, etc. that is not working or has been damaged",'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4,"Informative: damage (building, road, lines, etc.)"
2120,"names a structure, road, service, line, etc. that is not working or has been damaged",'This Is the Apocalypse' Video Shows #Sandy Destruction http://t.co/nSZXanj4,"Informative: damage (building, road, lines, etc.)"
2121,"names a structure, road, service, line, etc. that is not working or has been damaged",Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC,"Informative: damage (building, road, lines, etc.)"
2122,"names a structure, road, service, line, etc. that is not working or has been damaged",Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC,"Informative: damage (building, road, lines, etc.)"
2123,"names a structure, road, service, line, etc. that is not working or has been damaged",Mayor Bloomberg: 670000 New Yorkers without power. #Sandy #NYC,"Informative: damage (building, road, lines, etc.)"
2124,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",So sad. - In Haiti Hurricane Sandy Leaves Behind Death and Devastation http://t.co/3HYUNXOr,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2125,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",So sad. - In Haiti Hurricane Sandy Leaves Behind Death and Devastation http://t.co/3HYUNXOr,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2126,"indicates the name of an information source providing extensive coverage (radio, tv, website, etc.)",So sad. - In Haiti Hurricane Sandy Leaves Behind Death and Devastation http://t.co/3HYUNXOr,"Informative: information source with extensive coverage (radio, tv, website, etc.)"
2127,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174,"Informative: offers/gives donations of money, goods, or free services"
